,err_train,err_test
0,0.16731105487495646,0.16726408689696842
1,0.16069613833712046,0.16359856857722999
2,0.15315328672777362,0.15910627280552322
3,0.14508502630221917,0.1536633637653262
4,0.13745430894414426,0.14737867704179403
5,0.13148773341339703,0.14088735381978967
6,0.1277664431095558,0.13526104021578794
7,0.12585168351979076,0.1312133054619599
8,0.12496293522329652,0.12865732094591772
9,0.12455589794686929,0.12713653007176837
10,0.12436155365447692,0.12624608148528074
11,0.12426286651172451,0.12572480729384197
12,0.12420969940295844,0.12541923195071364
13,0.12417968122311715,0.12524060248130559
14,0.12416216276120243,0.12513716893723584
15,0.12415171621860921,0.12507837886084616
16,0.12414540482727188,0.12504601639320717
17,0.12414156459853963,0.12502916163711159
18,0.12413922135178804,0.12502126229245444
19,0.12413779214403513,0.12501840046448326
20,0.12413692324112739,0.1250182526030185
21,0.12413639816665462,0.12501945972153514
22,0.12413608381693897,0.1250212441448346
23,0.12413589818337485,0.12502317589400258
24,0.1241357907363752,0.12502503045596422
25,0.12413573039348486,0.12502670253064002
26,0.12413569809731494,0.12502815408421927
27,0.12413568222221673,0.12502938339141417
28,0.12413567572723283,0.12503040686977626
29,0.12413567439101389,0.12503124866192128
30,0.12413567571842078,0.1250319348676358
31,0.12413567826443919,0.1250324905300235
32,0.12413568121733058,0.1250329382220029
33,0.12413568414265277,0.12503329753668724
34,0.1241356868269493,0.12503358506592502
35,0.12413568918301637,0.12503381462279597
36,0.12413569119308222,0.12503399756791528
37,0.12413569287521559,0.12503414316192324
38,0.12413569426386861,0.12503425890359418
39,0.12413569539894734,0.1250343508345445
40,0.1241356963199634,0.12503442380368943
41,0.12413569706316209,0.12503448169117867
42,0.12413569766035136,0.12503452759481826
43,0.12413569813866474,0.12503456398339025
44,0.12413569852080686,0.12503459282162943
45,0.12413569882552017,0.12503461567141977
46,0.12413569906812448,0.1250346337733274
47,0.12413569926104953,0.12503464811203546
48,0.12413569941432546,0.1250346594687063
49,0.12413569953601093,0.1250346684627856
50,0.12413569963256142,0.12503467558531767
51,0.12413569970913381,0.12503468122545885
52,0.12413569976983953,0.12503468569155424
53,0.12413569981795325,0.12503468922787903
54,0.12413569985607835,0.12503469202792605
55,0.12413569988628284,0.12503469424494676
56,0.12413569991020909,0.12503469600031134
57,0.12413569992915986,0.1250346973901342
58,0.12413569994416865,0.12503469849052576
59,0.12413569995605457,0.1250346993617534
60,0.12413569996546682,0.12503470005153763
61,0.12413569997291966,0.12503470059766353
62,0.12413569997882137,0.12503470103004855
63,0.1241356999834943,0.12503470137238024
64,0.12413569998719405,0.12503470164341352
65,0.12413569999012364,0.12503470185799728
66,0.12413569999244285,0.12503470202788852
67,0.12413569999427912,0.12503470216239546
68,0.12413569999573344,0.1250347022688875
69,0.12413569999688456,0.12503470235319952
70,0.124135699997796,0.1250347024199513
71,0.1241356999985176,0.12503470247279985
72,0.12413569999908881,0.1250347025146415
73,0.12413569999954117,0.1250347025477681
74,0.12413569999989926,0.1250347025739953
75,0.12413570000018279,0.1250347025947597
76,0.12413570000040737,0.12503470261119937
77,0.12413570000058484,0.12503470262421498
78,0.12413570000072575,0.12503470263451982
79,0.12413570000083722,0.12503470264267813
80,0.12413570000092534,0.12503470264913735
81,0.12413570000099514,0.12503470265425126
82,0.12413570000105052,0.1250347026582999
83,0.12413570000109413,0.12503470266150554
84,0.12413570000112897,0.12503470266404337
85,0.1241357000011562,0.12503470266605257
86,0.124135700001178,0.12503470266764344
87,0.12413570000119506,0.1250347026689028
88,0.12413570000120869,0.12503470266989986
89,0.12413570000121966,0.1250347026706894
90,0.1241357000012281,0.1250347026713144
91,0.12413570000123478,0.1250347026718093
92,0.12413570000124041,0.125034702672201
93,0.12413570000124452,0.1250347026725112
94,0.12413570000124763,0.12503470267275685
95,0.12413570000125042,0.1250347026729512
96,0.12413570000125247,0.12503470267310507
97,0.12413570000125414,0.12503470267322703
98,0.12413570000125554,0.12503470267332342
99,0.12413570000125676,0.12503470267339992
100,0.12413570000125747,0.12503470267346037
101,0.12413570000125805,0.12503470267350827
102,0.12413570000125858,0.12503470267354605
103,0.12413570000125902,0.12503470267357616
104,0.12413570000125933,0.12503470267359998
105,0.12413570000125951,0.12503470267361871
106,0.12413570000125972,0.12503470267363365
107,0.12413570000126,0.1250347026736454
108,0.12413570000126,0.1250347026736548
109,0.12413570000126023,0.12503470267366215
110,0.12413570000126013,0.12503470267366795
111,0.12413570000126034,0.12503470267367267
112,0.12413570000126024,0.12503470267367628
113,0.12413570000126052,0.12503470267367922
114,0.12413570000126044,0.1250347026736815
115,0.12413570000126024,0.12503470267368336
116,0.12413570000126044,0.12503470267368477
117,0.12413570000126045,0.12503470267368597
118,0.12413570000126031,0.1250347026736868
119,0.12413570000126053,0.12503470267368758
120,0.12413570000126047,0.12503470267368816
121,0.12413570000126059,0.12503470267368857
122,0.12413570000126038,0.12503470267368888
123,0.1241357000012606,0.12503470267368927
124,0.1241357000012604,0.12503470267368946
125,0.12413570000126048,0.12503470267368968
126,0.12413570000126065,0.1250347026736898
127,0.1241357000012606,0.12503470267368982
128,0.12413570000126058,0.12503470267368993
129,0.12413570000126055,0.12503470267369002
130,0.1241357000012606,0.12503470267369002
131,0.12413570000126055,0.12503470267369007
132,0.12413570000126055,0.1250347026736901
133,0.12413570000126053,0.12503470267369013
134,0.12413570000126047,0.12503470267369016
135,0.12413570000126038,0.1250347026736902
136,0.1241357000012604,0.12503470267369016
137,0.12413570000126051,0.12503470267369032
138,0.12413570000126055,0.12503470267369024
139,0.12413570000126059,0.1250347026736902
140,0.12413570000126058,0.12503470267369027
141,0.1241357000012606,0.1250347026736902
142,0.12413570000126058,0.12503470267369018
143,0.12413570000126055,0.1250347026736902
144,0.12413570000126055,0.12503470267369018
145,0.12413570000126053,0.12503470267369024
146,0.12413570000126053,0.1250347026736902
147,0.12413570000126052,0.1250347026736903
148,0.12413570000126051,0.12503470267369032
149,0.12413570000126051,0.12503470267369032
150,0.12413570000126048,0.12503470267369032
151,0.12413570000126048,0.12503470267369035
152,0.12413570000126048,0.12503470267369038
153,0.12413570000126048,0.12503470267369038
154,0.12413570000126048,0.12503470267369038
155,0.12413570000126051,0.12503470267369038
156,0.12413570000126051,0.12503470267369038
157,0.12413570000126051,0.12503470267369038
158,0.12413570000126052,0.12503470267369038
159,0.12413570000126052,0.12503470267369038
160,0.12413570000126052,0.12503470267369038
161,0.12413570000126052,0.12503470267369038
162,0.12413570000126052,0.12503470267369038
163,0.12413570000126052,0.12503470267369038
164,0.12413570000126052,0.12503470267369038
165,0.12413570000126052,0.12503470267369038
166,0.12413570000126052,0.12503470267369038
167,0.12413570000126052,0.12503470267369038
168,0.12413570000126052,0.12503470267369038
169,0.12413570000126052,0.12503470267369038
170,0.12413570000126052,0.12503470267369038
171,0.12413570000126052,0.12503470267369038
172,0.12413570000126052,0.12503470267369038
173,0.12413570000126052,0.12503470267369038
174,0.12413570000126052,0.12503470267369038
175,0.12413570000126052,0.12503470267369038
176,0.12413570000126052,0.12503470267369038
177,0.12413570000126052,0.12503470267369038
178,0.12413570000126052,0.12503470267369038
179,0.12413570000126052,0.12503470267369038
180,0.12413570000126052,0.12503470267369038
181,0.12413570000126052,0.12503470267369038
182,0.12413570000126052,0.12503470267369038
183,0.12413570000126052,0.12503470267369038
184,0.12413570000126052,0.12503470267369038
185,0.12413570000126052,0.12503470267369038
186,0.12413570000126052,0.12503470267369038
187,0.12413570000126052,0.12503470267369038
188,0.12413570000126052,0.12503470267369038
189,0.12413570000126052,0.12503470267369038
190,0.12413570000126052,0.12503470267369038
191,0.12413570000126052,0.12503470267369038
192,0.12413570000126052,0.12503470267369038
193,0.12413570000126052,0.12503470267369038
194,0.12413570000126052,0.12503470267369038
195,0.12413570000126052,0.12503470267369038
196,0.12413570000126052,0.12503470267369038
197,0.12413570000126052,0.12503470267369038
198,0.12413570000126052,0.12503470267369038
199,0.12413570000126052,0.12503470267369038
